172.16.222.222:<133>1 2021-11-08T15:35:21.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 11223361;Raw Data ID: 3723522358;Device Name: prs1work02;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 10.20.213.25;First Seen: 08-Nov-2021, 05:38:35;Last Seen: 08-Nov-2021, 07:35:21;Action: Blocked (Simulation);Count: 24;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-93-89-89,00-50-56-93-95-FF,00-50-56-93-04-6E;Script: worker.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.3.234
172.16.222.222:<133>1 2021-11-08T15:35:21.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 11223361;Raw Data ID: 3723522358;Device Name: prs1work02;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 10.20.213.25;First Seen: 08-Nov-2021, 05:38:35;Last Seen: 08-Nov-2021, 07:35:21;Action: Blocked (Simulation);Count: 24;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-93-89-89,00-50-56-93-95-FF,00-50-56-93-04-6E;Script: worker.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.3.234
172.16.222.222:<133>1 2021-11-08T15:35:21.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 11223361;Raw Data ID: 3723522358;Device Name: prs1work02;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 10.20.213.25;First Seen: 08-Nov-2021, 05:38:35;Last Seen: 08-Nov-2021, 07:35:21;Action: Blocked (Simulation);Count: 24;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-93-89-89,00-50-56-93-95-FF,00-50-56-93-04-6E;Script: worker.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.3.234
172.16.222.222:<133>1 2021-11-08T15:35:21.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 11223361;Raw Data ID: 3723522358;Device Name: prs1work02;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 10.20.213.25;First Seen: 08-Nov-2021, 05:38:35;Last Seen: 08-Nov-2021, 07:35:21;Action: Blocked (Simulation);Count: 24;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-93-89-89,00-50-56-93-95-FF,00-50-56-93-04-6E;Script: worker.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.3.234
172.16.222.222:<133>1 2021-11-08T15:35:13.000Z  FortiEDR - - - Message Type: Security Event;Organization: Private Cloud;Organization ID: 2792582;Event ID: 5541942;Raw Data ID: 1748065614;Device Name: PCLIDCDVWUTL01;Device State: Running;Operating System: Windows Server 2016 Standard;Process Name: powershell_ise.exe;Process Path: \Device\HarddiskVolume2\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe;Process Type: 64bit;Severity: Medium;Classification: Likely Safe;Destination: 10.71.20.6;First Seen: 08-Nov-2021, 06:35:26;Last Seen: 08-Nov-2021, 07:35:13;Action: Blocked (Simulation);Count: 12;Certificate: yes;Rules List: Suspicious Application - Connection Attempt from a Suspicious Application;Users: DV\t846684, DV\t097409b, DV\x196955;MAC Address: 00-50-56-AE-20-D0,00-0C-29-9C-D2-17,00-50-56-AE-6F-21;Script: N/A;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: 8538C2F5E46B3BBF6B12D6B9CCEC2AEF57A226F5;Source IP: 10.45.244.22
172.16.222.222:<133>1 2021-11-08T15:35:13.000Z  FortiEDR - - - Message Type: Security Event;Organization: Private Cloud;Organization ID: 2792582;Event ID: 5541942;Raw Data ID: 1748065614;Device Name: PCLIDCDVWUTL01;Device State: Running;Operating System: Windows Server 2016 Standard;Process Name: powershell_ise.exe;Process Path: \Device\HarddiskVolume2\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe;Process Type: 64bit;Severity: Medium;Classification: Likely Safe;Destination: 10.71.20.6;First Seen: 08-Nov-2021, 06:35:26;Last Seen: 08-Nov-2021, 07:35:13;Action: Blocked (Simulation);Count: 12;Certificate: yes;Rules List: Suspicious Application - Connection Attempt from a Suspicious Application;Users: DV\t846684, DV\t097409b, DV\x196955;MAC Address: 00-50-56-AE-20-D0,00-0C-29-9C-D2-17,00-50-56-AE-6F-21;Script: N/A;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: 8538C2F5E46B3BBF6B12D6B9CCEC2AEF57A226F5;Source IP: 10.45.244.22
172.16.222.222:<133>1 2021-11-08T15:34:45.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 9057671;Raw Data ID: 3936026595;Device Name: prx1work01;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 172.17.17.169;First Seen: 08-Nov-2021, 05:38:45;Last Seen: 08-Nov-2021, 07:34:45;Action: Blocked (Simulation);Count: 59;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-AE-A1-48,00-50-56-AE-2D-49,00-50-56-AE-A1-11,00-50-56-AE-35-D4;Script: job-submit.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.5.233
172.16.222.222:<133>1 2021-11-08T15:34:45.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 9057671;Raw Data ID: 3936026595;Device Name: prx1work01;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 172.17.17.169;First Seen: 08-Nov-2021, 05:38:45;Last Seen: 08-Nov-2021, 07:34:45;Action: Blocked (Simulation);Count: 59;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-AE-A1-48,00-50-56-AE-2D-49,00-50-56-AE-A1-11,00-50-56-AE-35-D4;Script: job-submit.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.5.233
172.16.222.222:<133>1 2021-11-08T15:34:45.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 9057671;Raw Data ID: 3936026595;Device Name: prx1work01;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 172.17.17.169;First Seen: 08-Nov-2021, 05:38:45;Last Seen: 08-Nov-2021, 07:34:45;Action: Blocked (Simulation);Count: 59;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-AE-A1-48,00-50-56-AE-2D-49,00-50-56-AE-A1-11,00-50-56-AE-35-D4;Script: job-submit.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.5.233
172.16.222.222:<133>1 2021-11-08T15:34:45.000Z  FortiEDR - - - Message Type: Security Event;Organization: Presto;Organization ID: 2792972;Event ID: 9057671;Raw Data ID: 3936026595;Device Name: prx1work01;Device State: Running;Operating System: Red Hat Enterprise Linux Server 7.9;Process Name: bash;Process Path: /bin/bash;Process Type: 64bit;Severity: High;Classification: Inconclusive;Destination: 172.17.17.169;First Seen: 08-Nov-2021, 05:38:45;Last Seen: 08-Nov-2021, 07:34:45;Action: Blocked (Simulation);Count: 59;Certificate: no;Rules List: Tampered Executable - Critical Executable was Tampered With,Unconfirmed Executable - Executable File Failed Verification Test;Users: ;MAC Address: 00-50-56-AE-A1-48,00-50-56-AE-2D-49,00-50-56-AE-A1-11,00-50-56-AE-35-D4;Script: job-submit.sh;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: N/A;Source IP: 10.45.5.233
172.16.222.222:<133>1 2021-11-08T22:08:08.000Z  FortiEDR - - - Message Type: Security Event;Organization: AFA Forest Product;Organization ID: 11799863;Event ID: 12411913;Raw Data ID: 657080675;Device Name: AFABMIDCRSH04;Device State: Running;Operating System: Windows Server 2019 Standard;Process Name: session.dll;Process Path: \Device\HarddiskVolume2\Program Files\Eric's TelNet98\session.dll;Process Type: 64bit;Severity: High;Classification: PUP;Destination: Network Access;First Seen: 05-Nov-2021, 11:37:58;Last Seen: 08-Nov-2021, 14:08:08;Action: Blocked (Simulation);Count: 104;Certificate: no;Rules List: Writeable Code - Identified an Executable with Writable Code;Users: N/A;MAC Address: 00-50-56-AA-54-F7,00-50-56-AA-38-1F;Script: N/A;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: 52BB7D58F7352270A42B1542551B8B675B1F7635;Source IP: 10.43.6.217
172.16.222.222:<133>1 2021-11-08T15:34:11.000Z  FortiEDR - - - Message Type: Security Event;Organization: Private Cloud;Organization ID: 2792582;Event ID: 5541942;Raw Data ID: 1748059668;Device Name: PCLIDCDVWUTL01;Device State: Running;Operating System: Windows Server 2016 Standard;Process Name: powershell_ise.exe;Process Path: \Device\HarddiskVolume2\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe;Process Type: 64bit;Severity: Medium;Classification: Likely Safe;Destination: 10.71.20.18;First Seen: 08-Nov-2021, 06:04:06;Last Seen: 08-Nov-2021, 07:34:11;Action: Blocked (Simulation);Count: 11;Certificate: yes;Rules List: Suspicious Application - Connection Attempt from a Suspicious Application;Users: DV\t846684, DV\t097409b, DV\x196955;MAC Address: 00-50-56-AE-20-D0,00-0C-29-9C-D2-17,00-50-56-AE-6F-21;Script: N/A;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: 8538C2F5E46B3BBF6B12D6B9CCEC2AEF57A226F5;Source IP: 10.45.244.22
172.16.222.222:<133>1 2021-11-08T15:34:11.000Z  FortiEDR - - - Message Type: Security Event;Organization: Private Cloud;Organization ID: 2792582;Event ID: 5541942;Raw Data ID: 1748059668;Device Name: PCLIDCDVWUTL01;Device State: Running;Operating System: Windows Server 2016 Standard;Process Name: powershell_ise.exe;Process Path: \Device\HarddiskVolume2\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe;Process Type: 64bit;Severity: Medium;Classification: Likely Safe;Destination: 10.71.20.18;First Seen: 08-Nov-2021, 06:04:06;Last Seen: 08-Nov-2021, 07:34:11;Action: Blocked (Simulation);Count: 11;Certificate: yes;Rules List: Suspicious Application - Connection Attempt from a Suspicious Application;Users: DV\t846684, DV\t097409b, DV\x196955;MAC Address: 00-50-56-AE-20-D0,00-0C-29-9C-D2-17,00-50-56-AE-6F-21;Script: N/A;Script Path: N/A;Autonomous System: N/A;Country: N/A;Process Hash: 8538C2F5E46B3BBF6B12D6B9CCEC2AEF57A226F5;Source IP: 10.45.244.22
